RR_Location,RR_Latitude,RR_Longitude,Station_ID,Station_Name,Station_Address,Station_City,Station_State,Station_Zip,Station_Latitude,Station_Longitude,Distance,Unleaded_Regular_Price,Unleaded_Plus_Price,Unleaded_Premium_Price,Diesel_Regular_Price,Brand,Phone,Excellent_Price,Current_Price,Transaction_Time,Transaction_Time_Ms,API_Updated,API_Updated_Time
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1512|102 N PARIS ST|CATLIN,CASEYS #1512,102 N PARIS ST,CATLIN,IL,61817-9706,40.06546,-87.7007,29.56,2.929,,,3.589,CASEY'S GENERAL STORE,2174272348,False,True,2026-02-08T22:52:34.370000,1770591154370,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 0129|1903 W MARKET ST|BLOOMINGTON,CIRCLE K # 0129,1903 W MARKET ST,BLOOMINGTON,IL,61701-2603,40.484086,-89.022819,46.33,2.929,3.699,,,CIRCLE K,3098285833,False,True,2026-02-09T03:26:04.371000,1770607564371,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1457|206 S MAIN ST|SAYBROOK,CASEYS #1457,206 S MAIN ST,SAYBROOK,IL,61770-9605,40.42608,-88.52671,22.85,2.939,,,,CASEY'S GENERAL STORE,3094752253,False,True,2026-02-08T21:30:24.788000,1770586224788,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1409|290 S NORTH ST|ARGENTA,CASEYS #1409,290 S NORTH ST,ARGENTA,IL,62501-8272,39.97944,-88.82249,33.68,2.939,,,,CASEY'S GENERAL STORE,2177954715,False,False,2026-02-07T23:04:45.842000,1770505485842,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,VALIYA INC.|109 N HENNING RO|DANVILLE,VALIYA INC.,109 N HENNING RO,DANVILLE,IL,61832,40.13314,-87.59287,34.34,2.939,,,,MARATHON,2174436233,False,False,2026-02-07T23:27:09.543000,1770506829543,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 9204041|102 S ROUTE 48|OREANA,BP 9204041,102 S ROUTE 48,OREANA,IL,62554-9790,39.938469,-88.864893,36.93,2.939,,,,BP PRODUCTS NA,2174682231,False,False,2026-02-06T22:27:39.092000,1770416859092,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 1421|1206 N TOWANDA BARNES RD|BLOOMINGTON,CIRCLE K # 1421,1206 N TOWANDA BARNES RD,BLOOMINGTON,IL,61705-5452,40.495356,-88.902593,41.2,2.939,,,3.499,CIRCLE K,3096625223,False,True,2026-02-08T22:51:04.342000,1770591064342,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1721|3007 GILL ST|BLOOMINGTON,CASEYS #1721,3007 GILL ST,BLOOMINGTON,IL,61704-2508,40.500799,-88.925787,42.44,2.939,,,,CASEY'S GENERAL STORE,3096627619,False,True,2026-02-08T23:52:49.425000,1770594769425,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,THORNTONS #222361|1011 N HERSHEY RD|BLOOMINGTON,THORNTONS #222361,1011 N HERSHEY RD,BLOOMINGTON,IL,61704-3521,40.487379,-88.94317,42.75,2.939,,,,THORNTONS,3096623611,False,True,2026-02-09T04:25:59.179000,1770611159179,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MEIJER 207|1800 E COLLEGE AVE|NORMAL,MEIJER 207,1800 E COLLEGE AVE,NORMAL,IL,61761-2292,40.51038,-88.94939,43.84,2.939,3.379,3.739,,UNBRANDED,3098880800,False,True,2026-02-08T23:33:07.096000,1770593587096,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,KROGER FUEL CTR. #234|1550 E COLLEGE AVE|NORMAL,KROGER FUEL CTR. #234,1550 E COLLEGE AVE,NORMAL,IL,61761-2120,40.510371,-88.956897,44.18,2.939,3.339,3.739,3.599,KROGER,3098882180,False,False,2026-02-08T16:09:34.579000,1770566974579,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1655|810 N BEECH ST|NORMAL,CASEYS #1655,810 N BEECH ST,NORMAL,IL,61761-1801,40.51684,-88.97782,45.35,2.939,,,,CASEY'S GENERAL STORE,3082707666,False,False,2026-02-08T01:04:34.563000,1770512674563,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2267|1930 N LINDEN ST|NORMAL,CASEYS #2267,1930 N LINDEN ST,NORMAL,IL,61761-9444,40.54042,-88.983559,46.46,2.939,,,,CASEY'S GENERAL STORE,3093242203,False,True,2026-02-08T17:03:06.513000,1770570186513,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLEK# 4700150|1606 N MAIN ST|NORMAL,CIRCLEK# 4700150,1606 N MAIN ST,NORMAL,IL,61761-1114,40.530823,-88.995621,46.65,2.939,,,,CIRCLE K,3094541685,False,True,2026-02-08T17:28:52.989000,1770571732989,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 1414|610 W RAAB RD|NORMAL,CIRCLE K # 1414,610 W RAAB RD,NORMAL,IL,61761,40.531905,-88.996874,46.74,2.939,3.659,,3.499,CIRCLE K,3094513724,False,True,2026-02-08T21:37:16.454000,1770586636454,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,QUIKTRIP 7193|2202 W MARKET ST|BLOOMINGTON,QUIKTRIP 7193,2202 W MARKET ST,BLOOMINGTON,IL,61705,40.486825,-89.040762,47.25,2.939,,4.039,3.399,QUIKTRIP,8002473452,False,True,2026-02-08T23:50:22.112000,1770594622112,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLEK# 4701251|2302 W MARKET ST|BLOOMINGTON,CIRCLEK# 4701251,2302 W MARKET ST,BLOOMINGTON,IL,61705-5147,40.487405,-89.04546,47.49,2.939,,,3.399,CIRCLE K,3098276755,False,True,2026-02-08T04:38:25.980000,1770525505980,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|1617 N MAIN ST|NORMAL,SHELL SERVICE STATIO,1617 N MAIN ST,NORMAL,IL,61761-1113,40.53139,-88.99565,46.67,2.940,3.359,4.259,3.500,SHELL,3092055425,False,True,2026-02-08T23:46:44.781000,1770594404781,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 1339|1601 W SPRINGFIELD AVE|CHAMPAIGN,CIRCLE K # 1339,1601 W SPRINGFIELD AVE,CHAMPAIGN,IL,61821,40.1128,-88.27239,4.79,2.949,3.699,3.949,3.399,CIRCLE K,2173551871,False,True,2026-02-09T01:44:28.646000,1770601468646,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2558|501 N LONG ST|TOLONO,CASEYS #2558,501 N LONG ST,TOLONO,IL,61880-9029,39.9901,-88.26165,13.01,2.949,,,3.059,CASEY'S GENERAL STORE,2175592784,False,True,2026-02-08T22:54:14.086000,1770591254086,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2025|585 S MARKET ST|PAXTON,CASEYS #2025,585 S MARKET ST,PAXTON,IL,60957-1617,40.455175,-88.099796,20.56,2.949,,,,CASEY'S GENERAL STORE,2175592728,False,True,2026-02-08T20:19:48.295000,1770581988295,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2929|140 S MARKET ST|PAXTON,CASEYS #2929,140 S MARKET ST,PAXTON,IL,60957-1222,40.460408,-88.097572,20.93,2.949,,,3.649,CASEY'S GENERAL STORE,2175592732,False,True,2026-02-08T20:18:23.141000,1770581903141,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,QIK N EZ 72|1609 S MAIN ST|NORMAL,QIK N EZ 72,1609 S MAIN ST,NORMAL,IL,61761,40.50214,-88.9863,45.22,2.949,,,3.559,QIK N EZ,3098620200,False,True,2026-02-09T01:00:49.932000,1770598849932,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HUCK'S 175|601 CHARLESTON AVE|MATTOON,HUCK'S 175,601 CHARLESTON AVE,MATTOON,IL,61938-4304,39.48152,-88.36065,48.52,2.949,,,,MARTIN & BAYLEY,2172354214,False,True,2026-02-08T22:35:34.764000,1770590134764,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01224|300 S MAIN ST|PARIS,CIRCLE K # 01224,300 S MAIN ST,PARIS,IL,61944-2255,39.60914,-87.69491,48.78,2.949,,,,CIRCLE K,2174666279,False,True,2026-02-08T12:57:58.138000,1770555478138,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2376|414 W JASPER ST|PARIS,CASEYS #2376,414 W JASPER ST,PARIS,IL,61944-2008,39.603238,-87.701086,48.92,2.949,,,3.699,CASEY'S GENERAL STORE,2174655094,False,True,2026-02-09T04:22:50.088000,1770610970088,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01307|813 S MAIN ST|PARIS,CIRCLE K # 01307,813 S MAIN ST,PARIS,IL,61944-2331,39.604273,-87.694839,49.06,2.949,,3.899,3.699,CIRCLE K,2174666208,False,False,2026-02-07T21:37:44.029000,1770500264029,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1924|1701 S MAIN ST|PARIS,CASEYS #1924,1701 S MAIN ST,PARIS,IL,61944-2944,39.59591,-87.69453,49.53,2.949,,,,CASEY'S GENERAL STORE,2175592780,False,True,2026-02-09T00:50:23.378000,1770598223378,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|1812 N CUNNINGHAM AVE|URBANA,SHELL SERVICE STATIO,1812 N CUNNINGHAM AVE,URBANA,IL,61802-1256,40.129952,-88.197907,3.99,2.951,,4.131,3.701,SHELL,2179032003,False,False,2026-02-08T20:10:27.874000,1770581427874,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|1406 N PROSPECT AVE|CHAMPAIGN,SHELL SERVICE STATIO,1406 N PROSPECT AVE,CHAMPAIGN,IL,61820-2537,40.129661,-88.25797,3.44,2.959,3.603,,,SHELL,2173984930,False,False,2026-02-08T03:53:54.488000,1770522834488,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,JAY BRAHMANI LLC|1202 N MATTIS AVE|CHAMPAIGN,JAY BRAHMANI LLC,1202 N MATTIS AVE,CHAMPAIGN,IL,61821,40.12796,-88.277,3.94,2.959,3.299,3.699,3.499,MARATHON,2173563890,False,True,2026-02-09T04:08:05.390000,1770610085390,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,VILLAGE PANTRY 1209|435 S RAILROAD AVE|PAXTON,VILLAGE PANTRY 1209,435 S RAILROAD AVE,PAXTON,IL,60957-1500,40.456658,-88.097518,20.69,2.959,,,3.639,PHILLIPS 66,9999999999,False,True,2026-02-08T21:29:19.275000,1770586159275,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01299|401 W MAIN ST|DANVILLE,CIRCLE K # 01299,401 W MAIN ST,DANVILLE,IL,61832-5712,40.124458,-87.635681,32.15,2.959,,3.959,3.699,CIRCLE K,2174431045,False,True,2026-02-09T02:55:36.944000,1770605736944,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MEIJER STORE 269|3635 N VERMILION ST|DANVILLE,MEIJER STORE 269,3635 N VERMILION ST,DANVILLE,IL,61832-1118,40.187351,-87.629613,32.25,2.959,,3.959,,UNBRANDED,9999999999,False,False,2026-02-07T19:52:43.849000,1770493963849,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2262|845 E VOORHEES ST|DANVILLE,CASEYS #2262,845 E VOORHEES ST,DANVILLE,IL,61832-2149,40.14622,-87.61248,33.23,2.959,,,3.699,CASEY'S GENERAL STORE,2174720535,False,True,2026-02-09T03:29:49.850000,1770607789850,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K 1404|1212 N BOWMAN AVE|DANVILLE,CIRCLE K 1404,1212 N BOWMAN AVE,DANVILLE,IL,61832,40.14526,-87.611883,33.27,2.959,,,,CIRCLE K,2174313750,False,True,2026-02-08T07:38:41.073000,1770536321073,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01405|610 S BOWMAN AVE|DANVILLE,CIRCLE K # 01405,610 S BOWMAN AVE,DANVILLE,IL,61832,40.11607,-87.61152,33.49,2.959,,3.979,,CIRCLE K,2174313278,False,True,2026-02-08T15:17:21.195000,1770563841195,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1788|2101 E MAIN ST|DANVILLE,CASEYS #1788,2101 E MAIN ST,DANVILLE,IL,61832-5121,40.1319,-87.58981,34.51,2.959,,,3.699,CASEY'S GENERAL STORE,2174433893,False,True,2026-02-08T21:11:34.769000,1770585094769,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CHRISMAN FAST STOP E|15725 US HIGHWAY 36|CHRISMAN,CHRISMAN FAST STOP E,15725 US HIGHWAY 36,CHRISMAN,IL,61924,39.792534,-87.679439,39.88,2.959,,,,UNBRANDED,2174633400,False,False,2026-02-07T20:50:33.289000,1770497433289,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2851|710 W CLEVELAND ST|HEYWORTH,CASEYS #2851,710 W CLEVELAND ST,HEYWORTH,IL,61745-9174,40.311982,-88.985921,40.39,2.959,,,3.599,CASEY'S GENERAL STORE,3093242238,False,True,2026-02-08T22:00:23.160000,1770588023160,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,PARIS FAST STOP EXPR.|500 W JASPER ST|PARIS,PARIS FAST STOP EXPR.,500 W JASPER ST,PARIS,IL,61944,39.60307,-87.70424,48.83,2.959,,,,UNBRANDED,2174633400,False,True,2026-02-08T20:13:03.797000,1770581583797,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|510 N GILBERT ST|DANVILLE,SHELL SERVICE STATIO,510 N GILBERT ST,DANVILLE,IL,61832,40.13398,-87.63557,32.09,2.960,3.480,,,SHELL,9999999999,False,True,2026-02-08T09:48:56.811000,1770544136811,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BREAKTIME TILTON|1622 GEORGETOWN RD|TILTON,BREAKTIME TILTON,1622 GEORGETOWN RD,TILTON,IL,61833-8115,40.09651,-87.63551,32.45,2.969,,,,UNKNOWN,7207708544,False,True,2026-02-08T16:10:25.034000,1770567025034,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1401|1603 E WASHINGTON ST|CLINTON,CASEYS #1401,1603 E WASHINGTON ST,CLINTON,IL,61727-1807,40.15402,-88.94102,37.02,2.969,,,,CASEY'S GENERAL STORE,2174720574,False,False,2026-02-06T16:04:35.444000,1770393875444,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 1416|60 CEDAR SQ|CLINTON,CIRCLE K # 1416,60 CEDAR SQ,CLINTON,IL,61727,40.146298,-88.962572,38.19,2.969,,,,CIRCLE K,2179352261,False,True,2026-02-09T02:07:09.175000,1770602829175,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #3754|1161 W STATE HWY|CLINTON,CASEYS #3754,1161 W STATE HWY,CLINTON,IL,61727,40.14642,-88.96489,38.31,2.969,,,3.499,CASEY'S GENERAL STORE,2179357533,False,True,2026-02-08T19:43:00.682000,1770579780682,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLEK# 4701445|220 S MURRAY RD|RANTOUL,CIRCLEK# 4701445,220 S MURRAY RD,RANTOUL,IL,61866-2156,40.30874,-88.17476,9.7,2.979,3.679,3.929,3.679,CIRCLE K,2178924952,False,True,2026-02-09T02:57:42.509000,1770605862509,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2021|500 S CENTURY BLVD|RANTOUL,CASEYS #2021,500 S CENTURY BLVD,RANTOUL,IL,61866,40.30517,-88.15576,9.88,2.979,,,3.679,CASEY'S GENERAL STORE,2178930163,False,True,2026-02-08T23:06:57.594000,1770592017594,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2930|300 S CENTURY BLVD|RANTOUL,CASEYS #2930,300 S CENTURY BLVD,RANTOUL,IL,61866-2906,40.30819,-88.1558,10.06,2.979,2.849,,,CASEY'S GENERAL STORE,2178938844,False,True,2026-02-08T07:52:15.297000,1770537135297,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 1430|1295 E GROVE AVE|RANTOUL,CIRCLE K # 1430,1295 E GROVE AVE,RANTOUL,IL,61866,40.31212,-88.137128,10.77,2.979,,,3.679,CIRCLE K,2178924710,False,True,2026-02-08T21:16:45.341000,1770585405341,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1515|523 E IL ROUTE 10|DE LAND,CASEYS #1515,523 E IL ROUTE 10,DE LAND,IL,61839-7180,40.12699,-88.62975,20.85,2.979,,,3.599,CASEY'S GENERAL STORE,2174720281,False,False,2026-02-07T19:26:11.633000,1770492371633,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HUCK'S|925 E CLINTON AVE|FARMER CITY,HUCK'S,925 E CLINTON AVE,FARMER CITY,IL,61842-9229,40.243376,-88.631437,21.12,2.979,,,,MARTIN & BAYLEY,3099289313,False,True,2026-02-08T15:48:40.102000,1770565720102,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #3431|800 E CLINTON AVE|FARMER CITY,CASEYS #3431,800 E CLINTON AVE,FARMER CITY,IL,61842-9201,40.241849,-88.633401,21.2,2.979,,,3.479,CASEY'S GENERAL STORE,3099282632,False,True,2026-02-08T18:12:46.674000,1770574366674,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,FREEDOM OIL #73|101 S WOOD ST|MAROA,FREEDOM OIL #73,101 S WOOD ST,MAROA,IL,61756-9650,40.03643,-88.95626,39.06,2.979,,,,UNKNOWN,2172804390,False,True,2026-02-08T17:13:00.062000,1770570780062,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2825|506 S WOOD ST|MAROA,CASEYS #2825,506 S WOOD ST,MAROA,IL,61756-9332,40.02837,-88.95855,39.33,2.979,,,3.549,CASEY'S GENERAL STORE,2175715293,False,True,2026-02-08T16:34:22.526000,1770568462526,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HY-VEE 5035|1405 N VETERANS PKWY|BLOOMINGTON,HY-VEE 5035,1405 N VETERANS PKWY,BLOOMINGTON,IL,61704-2201,40.49672,-88.9529,43.52,2.979,,,3.359,HY VEE,5155595725,False,True,2026-02-08T18:14:30.360000,1770574470360,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,QIK N EZ #60|1510 E VERNON AVE|NORMAL,QIK N EZ #60,1510 E VERNON AVE,NORMAL,IL,61761-4000,40.50266,-88.95471,43.81,2.979,,,,QIK N EZ,3094528515,False,False,2026-02-07T20:18:44.695000,1770495524695,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 9655549|1740 PJ KELLER HWY|LEXINGTON,BP 9655549,1740 PJ KELLER HWY,LEXINGTON,IL,61753-9761,40.64482,-88.80501,43.86,2.979,,,,BP PRODUCTS NA,3093656003,False,False,2026-02-06T19:40:15.389000,1770406815389,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1994|311 PEARL ST|COVINGTON,CASEYS #1994,311 PEARL ST,COVINGTON,IN,47932-1063,40.142073,-87.398883,44.51,2.979,,,,CASEY'S GENERAL STORE,7653745537,False,False,2026-02-07T00:17:53.240000,1770423473240,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01210|1210 W MARKET ST|BLOOMINGTON,CIRCLE K # 01210,1210 W MARKET ST,BLOOMINGTON,IL,61701-2632,40.482368,-89.008307,45.59,2.979,,,,CIRCLE K,3098272451,False,False,2026-02-07T17:43:03.059000,1770486183059,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 7748429|1202 CHARLESTON AVE|MATTOON,BP 7748429,1202 CHARLESTON AVE,MATTOON,IL,61938-4131,39.48153,-88.36835,48.58,2.989,3.579,,,BP PRODUCTS NA,2172351120,False,True,2026-02-08T22:35:38.877000,1770590138877,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MOTOMART #3147|513 S 21ST ST|MATTOON,MOTOMART #3147,513 S 21ST ST,MATTOON,IL,61938-5101,39.478309,-88.380254,48.89,2.989,,,,UNBRANDED,2172355692,False,False,2026-02-06T16:42:46.648000,1770396166648,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 1403|59 E GREEN ST|CHAMPAIGN,CIRCLE K # 1403,59 E GREEN ST,CHAMPAIGN,IL,61820,40.110205,-88.240006,4.66,2.999,,3.949,,CIRCLE K,2173448722,False,False,2026-02-07T20:25:10.549000,1770495910549,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1492|500 W CENTRAL AVE|THOMASBORO,CASEYS #1492,500 W CENTRAL AVE,THOMASBORO,IL,61878-9624,40.23879,-88.1897,5.0,2.999,,,,CASEY'S GENERAL STORE,2176432489,False,True,2026-02-08T12:21:04.078000,1770553264078,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01300|2315 W SPRINGFIELD AVE|CHAMPAIGN,CIRCLE K # 01300,2315 W SPRINGFIELD AVE,CHAMPAIGN,IL,61821-2909,40.112904,-88.285155,5.06,2.999,3.699,3.949,3.399,CIRCLE K,2173788523,False,True,2026-02-08T22:43:51.875000,1770590631875,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLEK# 4700103|1713 W JOHN ST|CHAMPAIGN,CIRCLEK# 4700103,1713 W JOHN ST,CHAMPAIGN,IL,61821-3702,40.10901,-88.275537,5.09,2.999,3.699,,,CIRCLE K,2173594515,False,False,2026-02-08T02:34:10.091000,1770518050091,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SUNRISE FS - URBANA|1509 E UNIVERSITY AVE|URBANA,SUNRISE FS - URBANA,1509 E UNIVERSITY AVE,URBANA,IL,61802,40.11564,-88.187454,5.12,2.999,,,,UNBRANDED,2173848300,False,True,2026-02-08T16:24:01.928000,1770567841928,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SZBD INC.|508 S VINE ST|URBANA,SZBD INC.,508 S VINE ST,URBANA,IL,61801-4220,40.108835,-88.2049,5.12,2.999,,,,MARATHON,2173659180,False,True,2026-02-09T01:56:33.064000,1770602193064,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01226|1301 S MATTIS AVE|CHAMPAIGN,CIRCLE K # 01226,1301 S MATTIS AVE,CHAMPAIGN,IL,61821-4977,40.10237,-88.27656,5.54,2.999,,,,CIRCLE K,2173982195,False,False,2026-02-07T23:23:10.745000,1770506590745,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|1511 E WASHINGTON ST|URBANA,SHELL SERVICE STATIO,1511 E WASHINGTON ST,URBANA,IL,61802-4513,40.10567,-88.18985,5.65,2.999,,,,SHELL,8475810303,False,False,2026-02-05T21:17:59.153000,1770326279153,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLEK# 4701443|4202 W SPRINGFIELD AVE|CHAMPAIGN,CIRCLEK# 4701443,4202 W SPRINGFIELD AVE,CHAMPAIGN,IL,61822,40.11326,-88.314566,5.93,2.999,,3.949,3.399,CIRCLE K,2173556864,False,True,2026-02-08T21:15:05.131000,1770585305131,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HAYMAKERS #715|202 DEVONSHIRE DR|CHAMPAIGN,HAYMAKERS #715,202 DEVONSHIRE DR,CHAMPAIGN,IL,61820-7225,40.089751,-88.24707,6.09,2.999,,3.599,,UNBRANDED,2173593283,False,True,2026-02-08T20:17:23.135000,1770581843135,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,COUNTY MKT. EXP. #518|2901 W KIRBY AVE|CHAMPAIGN,COUNTY MKT. EXP. #518,2901 W KIRBY AVE,CHAMPAIGN,IL,61821-5301,40.09846,-88.29335,6.15,2.999,,,,UNBRANDED,2173518600,False,False,2026-02-07T18:20:57.717000,1770488457717,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K #4701432|506 S PRAIRIEVIEW RD|MAHOMET,CIRCLE K #4701432,506 S PRAIRIEVIEW RD,MAHOMET,IL,61853-8503,40.19131,-88.36521,6.65,2.999,,,3.599,CIRCLE K,2175863875,False,False,2026-02-07T18:02:55.528000,1770487375528,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2007|102 S PRAIRIEVIEW RD|MAHOMET,CASEYS #2007,102 S PRAIRIEVIEW RD,MAHOMET,IL,61853-8531,40.19549,-88.36525,6.7,2.999,,,3.599,CASEY'S GENERAL STORE,2175867256,False,True,2026-02-08T21:55:55.683000,1770587755683,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|1005 PURNELL DR|MAHOMET,SHELL SERVICE STATIO,1005 PURNELL DR,MAHOMET,IL,61853,40.18584,-88.36896,6.8,2.999,3.600,,3.599,SHELL,2175866900,False,True,2026-02-09T03:08:44.289000,1770606524289,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,THORNTONS #222385|101 BURWASH AVE|SAVOY,THORNTONS #222385,101 BURWASH AVE,SAVOY,IL,61874-9682,40.07415,-88.24837,7.17,2.999,,,3.079,THORNTONS,2173520252,False,True,2026-02-09T03:15:12.231000,1770606912231,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HAYMAKERS #718|3501 FIELDS SOUTH DR|CHAMPAIGN,HAYMAKERS #718,3501 FIELDS SOUTH DR,CHAMPAIGN,IL,61822-3745,40.070881,-88.309522,8.23,2.999,,3.599,3.399,UNBRANDED,2173632437,False,True,2026-02-09T03:42:24.098000,1770608544098,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K 1400|407A N DUNLAP AVE|SAVOY,CIRCLE K 1400,407A N DUNLAP AVE,SAVOY,IL,61874,40.057252,-88.250976,8.34,2.999,3.699,3.949,3.399,CIRCLE K,2173553868,False,True,2026-02-08T20:26:32.780000,1770582392780,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K 1401|602 E OAK ST|MAHOMET,CIRCLE K 1401,602 E OAK ST,MAHOMET,IL,61853,40.19191,-88.40169,8.57,2.999,3.699,3.949,3.599,CIRCLE K,2175863734,False,True,2026-02-09T04:08:27.586000,1770610107586,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2057|206 E DIVISION ST|FISHER,CASEYS #2057,206 E DIVISION ST,FISHER,IL,61843-9517,40.31079,-88.346778,10.77,2.999,,,,CASEY'S GENERAL STORE,2178971923,False,True,2026-02-08T23:29:43.580000,1770593383580,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 1351900|502 N MCKINLEY ST|MANSFIELD,BP 1351900,502 N MCKINLEY ST,MANSFIELD,IL,61854-7005,40.21514,-88.50122,14.0,2.999,,,,BP PRODUCTS NA,2174899021,False,True,2026-02-09T01:42:15.681000,1770601335681,No,
